5L profile	Denmark	France	Germany	Japan	Netherlands	Spain	Thailand	UK	US	Zimbabwe
41143	0.544	0.489	0.547	0.560	0.473	0.498	0.434	0.414	0.604	0.626
41144	0.397	0.386	0.427	0.536	0.311	0.378	0.358	0.260	0.501	0.564
41145	0.245	0.278	0.303	0.511	0.142	0.254	0.279	0.099	0.394	0.499
41151	0.411	0.390	0.246	0.554	0.321	0.295	0.307	0.177	0.436	0.531
41152	0.357	0.319	0.246	0.504	0.223	0.245	0.281	0.121	0.415	0.495
41153	0.343	0.300	0.246	0.491	0.197	0.233	0.275	0.106	0.410	0.485
41154	0.197	0.244	0.214	0.467	0.098	0.192	0.236	0.025	0.339	0.423
41155	0.044	0.186	0.181	0.442	-0.004	0.151	0.197	-0.059	0.264	0.358
41211	0.769	0.692	0.860	0.713	0.841	0.769	0.597	0.784	0.816	0.799
41212	0.715	0.620	0.860	0.663	0.743	0.720	0.572	0.728	0.782	0.762
41213	0.701	0.602	0.860	0.650	0.717	0.707	0.565	0.713	0.773	0.753
41214	0.554	0.467	0.681	0.626	0.512	0.534	0.464	0.510	0.647	0.691
41215	0.402	0.326	0.496	0.601	0.299	0.355	0.358	0.299	0.516	0.626
41221	0.719	0.602	0.771	0.649	0.773	0.697	0.540	0.686	0.769	0.745
41222	0.665	0.531	0.771	0.599	0.674	0.648	0.514	0.629	0.721	0.709
41223	0.651	0.512	0.771	0.586	0.649	0.635	0.508	0.615	0.708	0.699
41224	0.504	0.377	0.592	0.562	0.443	0.463	0.406	0.411	0.590	0.637
41225	0.352	0.236	0.406	0.537	0.230	0.283	0.301	0.200	0.468	0.572
41231	0.707	0.580	0.748	0.633	0.755	0.680	0.525	0.661	0.757	0.732
41232	0.653	0.508	0.748	0.583	0.657	0.631	0.500	0.605	0.706	0.695
41233	0.639	0.490	0.748	0.570	0.631	0.618	0.493	0.590	0.692	0.686
41234	0.492	0.355	0.569	0.546	0.426	0.445	0.392	0.387	0.576	0.624
41235	0.340	0.214	0.384	0.521	0.213	0.266	0.286	0.176	0.456	0.559
41241	0.573	0.454	0.547	0.587	0.572	0.503	0.419	0.456	0.626	0.638
41242	0.519	0.383	0.547	0.537	0.473	0.454	0.394	0.400	0.581	0.602
41243	0.505	0.364	0.547	0.524	0.448	0.441	0.387	0.385	0.570	0.592
41244	0.359	0.261	0.427	0.500	0.285	0.321	0.311	0.231	0.475	0.530
41245	0.206	0.153	0.303	0.475	0.116	0.197	0.232	0.070	0.376	0.465
41251	0.373	0.265	0.246	0.519	0.295	0.238	0.259	0.149	0.429	0.497
41252	0.319	0.194	0.246	0.469	0.197	0.189	0.234	0.092	0.394	0.460
41253	0.305	0.175	0.246	0.456	0.171	0.176	0.227	0.078	0.386	0.451
41254	0.158	0.119	0.214	0.432	0.073	0.135	0.189	-0.004	0.322	0.389
41255	0.006	0.061	0.181	0.407	-0.030	0.094	0.149	-0.088	0.256	0.324
41311	0.759	0.661	0.860	0.704	0.835	0.755	0.586	0.777	0.814	0.790
41312	0.705	0.589	0.860	0.654	0.737	0.706	0.560	0.721	0.777	0.754
41313	0.691	0.571	0.860	0.641	0.711	0.693	0.554	0.706	0.767	0.744
41314	0.545	0.436	0.681	0.617	0.506	0.520	0.452	0.503	0.643	0.682
41315	0.392	0.295	0.496	0.592	0.293	0.341	0.347	0.291	0.514	0.617
41321	0.710	0.571	0.771	0.640	0.766	0.683	0.528	0.678	0.763	0.737
41322	0.656	0.500	0.771	0.590	0.668	0.634	0.502	0.622	0.712	0.700
41323	0.642	0.481	0.771	0.577	0.642	0.621	0.496	0.607	0.699	0.691
41324	0.495	0.346	0.592	0.553	0.437	0.449	0.394	0.404	0.583	0.628
41325	0.343	0.206	0.406	0.528	0.224	0.269	0.289	0.193	0.462	0.564
41331	0.697	0.549	0.748	0.624	0.749	0.666	0.514	0.654	0.751	0.723
41332	0.643	0.477	0.748	0.574	0.651	0.617	0.488	0.598	0.696	0.687
41333	0.629	0.459	0.748	0.561	0.625	0.604	0.482	0.583	0.682	0.677
41334	0.483	0.324	0.569	0.537	0.420	0.431	0.380	0.380	0.568	0.615
41335	0.330	0.183	0.384	0.512	0.207	0.252	0.275	0.168	0.450	0.550
41341	0.564	0.423	0.547	0.579	0.565	0.489	0.407	0.449	0.621	0.629
41342	0.510	0.352	0.547	0.529	0.467	0.440	0.382	0.393	0.574	0.593
41343	0.496	0.333	0.547	0.516	0.441	0.427	0.375	0.378	0.561	0.583
41344	0.349	0.230	0.427	0.492	0.279	0.307	0.299	0.224	0.468	0.521
41345	0.197	0.122	0.303	0.467	0.110	0.183	0.220	0.063	0.371	0.456
41351	0.363	0.234	0.246	0.510	0.289	0.224	0.248	0.141	0.427	0.488
41352	0.309	0.163	0.246	0.460	0.191	0.174	0.222	0.085	0.389	0.452
41353	0.295	0.144	0.246	0.447	0.165	0.162	0.216	0.070	0.380	0.442
41354	0.149	0.088	0.214	0.423	0.066	0.121	0.177	-0.011	0.318	0.380
41355	-0.004	0.030	0.181	0.398	-0.036	0.080	0.138	-0.095	0.254	0.315
41411	0.728	0.597	0.762	0.675	0.756	0.625	0.524	0.676	0.744	0.760
41412	0.674	0.526	0.762	0.625	0.657	0.576	0.498	0.620	0.711	0.724
41413	0.660	0.507	0.762	0.612	0.632	0.563	0.492	0.605	0.703	0.714
41414	0.513	0.398	0.631	0.588	0.461	0.434	0.411	0.442	0.596	0.652
41415	0.361	0.285	0.496	0.563	0.285	0.300	0.327	0.272	0.485	0.587
41421	0.678	0.507	0.672	0.611	0.687	0.554	0.466	0.577	0.698	0.706
41422	0.624	0.436	0.672	0.561	0.588	0.505	0.441	0.521	0.653	0.670
41423	0.610	0.417	0.672	0.548	0.563	0.492	0.434	0.506	0.641	0.660
41424	0.463	0.308	0.541	0.524	0.393	0.363	0.353	0.343	0.542	0.598
41425	0.311	0.195	0.406	0.499	0.216	0.229	0.270	0.174	0.439	0.533
41431	0.666	0.485	0.650	0.595	0.670	0.536	0.452	0.553	0.687	0.693
41432	0.612	0.414	0.650	0.545	0.571	0.487	0.426	0.497	0.638	0.657
41433	0.598	0.395	0.650	0.532	0.546	0.474	0.420	0.482	0.625	0.647
41434	0.451	0.286	0.519	0.508	0.375	0.345	0.339	0.319	0.529	0.585
41435	0.299	0.173	0.384	0.483	0.199	0.211	0.255	0.149	0.428	0.520
41441	0.532	0.380	0.488	0.550	0.514	0.395	0.362	0.381	0.572	0.599
41442	0.478	0.309	0.488	0.500	0.416	0.346	0.337	0.325	0.530	0.563
41443	0.464	0.290	0.488	0.487	0.390	0.333	0.330	0.310	0.519	0.553
41444	0.318	0.203	0.397	0.462	0.249	0.239	0.267	0.180	0.437	0.491
41445	0.165	0.111	0.303	0.438	0.102	0.142	0.200	0.044	0.351	0.426
41451	0.332	0.224	0.246	0.481	0.281	0.183	0.228	0.122	0.398	0.458
41452	0.278	0.152	0.246	0.431	0.182	0.134	0.203	0.066	0.366	0.422
41453	0.264	0.134	0.246	0.418	0.157	0.121	0.196	0.051	0.358	0.412
41454	0.117	0.078	0.214	0.394	0.058	0.081	0.158	-0.030	0.298	0.350
41455	-0.035	0.020	0.181	0.369	-0.044	0.039	0.118	-0.114	0.236	0.285
41511	0.663	0.466	0.561	0.615	0.593	0.361	0.398	0.469	0.599	0.698
41512	0.609	0.395	0.561	0.565	0.495	0.311	0.372	0.413	0.578	0.662
41513	0.595	0.376	0.561	0.552	0.469	0.299	0.366	0.398	0.573	0.652
41514	0.449	0.320	0.529	0.528	0.370	0.258	0.327	0.317	0.501	0.590
41515	0.296	0.262	0.496	0.503	0.268	0.217	0.288	0.233	0.427	0.525
41521	0.614	0.377	0.471	0.551	0.524	0.289	0.340	0.371	0.565	0.645
41522	0.560	0.305	0.471	0.501	0.426	0.240	0.315	0.315	0.531	0.608
41523	0.546	0.287	0.471	0.488	0.400	0.227	0.308	0.300	0.522	0.599
41524	0.399	0.231	0.439	0.464	0.302	0.187	0.270	0.219	0.459	0.536
41525	0.247	0.173	0.406	0.439	0.199	0.145	0.230	0.135	0.393	0.472
41531	0.601	0.354	0.449	0.535	0.507	0.272	0.326	0.346	0.556	0.631
41532	0.547	0.283	0.449	0.485	0.409	0.222	0.300	0.290	0.519	0.595
41533	0.533	0.264	0.449	0.472	0.383	0.210	0.294	0.275	0.509	0.585
41534	0.387	0.208	0.417	0.448	0.284	0.169	0.255	0.194	0.448	0.523
41535	0.234	0.150	0.384	0.423	0.182	0.128	0.216	0.110	0.384	0.458
41541	0.468	0.293	0.368	0.490	0.410	0.203	0.271	0.241	0.470	0.537
41542	0.414	0.222	0.368	0.440	0.312	0.154	0.245	0.185	0.439	0.501
41543	0.400	0.203	0.368	0.427	0.286	0.141	0.239	0.170	0.431	0.491
41544	0.253	0.147	0.336	0.403	0.187	0.101	0.201	0.089	0.372	0.429
41545	0.101	0.089	0.303	0.378	0.085	0.059	0.161	0.005	0.310	0.364
41551	0.267	0.201	0.246	0.421	0.264	0.100	0.189	0.083	0.340	0.396
41552	0.213	0.130	0.246	0.371	0.166	0.050	0.163	0.027	0.320	0.360
41553	0.199	0.111	0.246	0.358	0.140	0.038	0.157	0.012	0.314	0.350
41554	0.053	0.055	0.214	0.334	0.041	-0.003	0.118	-0.069	0.257	0.288
41555	-0.100	-0.003	0.181	0.309	-0.061	-0.044	0.079	-0.153	0.198	0.223
42111	0.755	0.640	0.788	0.703	0.799	0.714	0.544	0.726	0.787	0.757
42112	0.701	0.569	0.788	0.653	0.701	0.665	0.518	0.670	0.752	0.720
42113	0.687	0.550	0.788	0.640	0.675	0.652	0.512	0.655	0.743	0.711
42114	0.540	0.415	0.609	0.616	0.470	0.479	0.410	0.452	0.617	0.648
42115	0.388	0.275	0.423	0.591	0.257	0.300	0.305	0.241	0.486	0.584
42121	0.705	0.551	0.698	0.639	0.730	0.643	0.486	0.628	0.738	0.703
42122	0.651	0.479	0.698	0.589	0.632	0.594	0.461	0.572	0.690	0.667
42123	0.637	0.461	0.698	0.576	0.606	0.581	0.454	0.557	0.677	0.657
42124	0.490	0.325	0.519	0.552	0.401	0.408	0.353	0.353	0.560	0.595
42125	0.338	0.185	0.333	0.527	0.188	0.229	0.247	0.142	0.437	0.530
42131	0.693	0.528	0.676	0.623	0.713	0.625	0.472	0.603	0.726	0.690
42132	0.639	0.457	0.676	0.573	0.615	0.576	0.446	0.547	0.674	0.653
42133	0.625	0.438	0.676	0.560	0.589	0.563	0.440	0.532	0.661	0.644
42134	0.478	0.303	0.497	0.536	0.384	0.390	0.338	0.329	0.545	0.581
42135	0.326	0.163	0.311	0.511	0.171	0.211	0.233	0.118	0.425	0.517
42141	0.559	0.403	0.475	0.578	0.529	0.449	0.366	0.399	0.595	0.596
42142	0.505	0.331	0.475	0.528	0.431	0.399	0.340	0.342	0.550	0.559
42143	0.491	0.313	0.475	0.515	0.405	0.387	0.334	0.328	0.539	0.550
42144	0.345	0.209	0.355	0.491	0.242	0.267	0.257	0.173	0.444	0.488
42145	0.192	0.102	0.230	0.466	0.074	0.142	0.178	0.013	0.346	0.423
42151	0.359	0.214	0.173	0.509	0.253	0.183	0.206	0.091	0.399	0.455
42152	0.305	0.142	0.173	0.459	0.154	0.134	0.180	0.034	0.364	0.418
42153	0.291	0.124	0.173	0.446	0.129	0.121	0.174	0.020	0.355	0.409
42154	0.144	0.068	0.141	0.422	0.030	0.081	0.136	-0.061	0.292	0.346
42155	-0.008	0.010	0.108	0.397	-0.072	0.039	0.096	-0.145	0.227	0.282
42211	0.716	0.515	0.788	0.668	0.773	0.657	0.496	0.698	0.764	0.722
42212	0.662	0.444	0.788	0.618	0.675	0.608	0.471	0.641	0.716	0.686
42213	0.648	0.425	0.788	0.605	0.649	0.595	0.464	0.627	0.704	0.676
42214	0.502	0.290	0.609	0.581	0.444	0.422	0.363	0.423	0.586	0.614
42215	0.349	0.150	0.423	0.556	0.231	0.243	0.257	0.212	0.464	0.549
42221	0.667	0.425	0.698	0.604	0.704	0.586	0.439	0.599	0.703	0.669
42222	0.613	0.354	0.698	0.554	0.606	0.537	0.413	0.543	0.641	0.632
42223	0.599	0.335	0.698	0.541	0.580	0.524	0.407	0.528	0.624	0.623
42224	0.452	0.200	0.519	0.517	0.375	0.351	0.305	0.325	0.515	0.560
42225	0.300	0.060	0.333	0.492	0.162	0.172	0.200	0.113	0.402	0.496
42231	0.654	0.403	0.676	0.588	0.687	0.568	0.424	0.575	0.687	0.655
42232	0.600	0.332	0.676	0.538	0.589	0.519	0.399	0.518	0.622	0.619
42233	0.586	0.313	0.676	0.525	0.563	0.506	0.392	0.504	0.605	0.609
42234	0.440	0.178	0.497	0.501	0.358	0.333	0.291	0.300	0.498	0.547
42235	0.287	0.038	0.311	0.476	0.145	0.154	0.185	0.089	0.386	0.482
42241	0.521	0.278	0.475	0.543	0.503	0.392	0.318	0.370	0.563	0.561
42242	0.467	0.206	0.475	0.493	0.405	0.342	0.293	0.313	0.505	0.525
42243	0.453	0.188	0.475	0.480	0.379	0.330	0.286	0.299	0.490	0.515
42244	0.306	0.084	0.355	0.455	0.217	0.210	0.210	0.144	0.403	0.453
42245	0.154	-0.023	0.230	0.431	0.048	0.085	0.131	-0.016	0.314	0.388
42251	0.320	0.089	0.173	0.474	0.227	0.126	0.158	0.062	0.377	0.420
42252	0.266	0.017	0.173	0.424	0.129	0.077	0.133	0.006	0.329	0.384
42253	0.252	-0.001	0.173	0.411	0.103	0.064	0.126	-0.009	0.316	0.374
42254	0.106	-0.057	0.141	0.387	0.004	0.024	0.088	-0.090	0.262	0.312
42255	-0.047	-0.115	0.108	0.362	-0.098	-0.018	0.048	-0.174	0.205	0.247
42311	0.707	0.484	0.788	0.659	0.767	0.643	0.485	0.690	0.759	0.714
42312	0.653	0.413	0.788	0.609	0.669	0.594	0.459	0.634	0.707	0.677
42313	0.639	0.394	0.788	0.596	0.643	0.581	0.453	0.619	0.694	0.668
42314	0.492	0.259	0.609	0.572	0.438	0.408	0.351	0.416	0.578	0.605
42315	0.340	0.119	0.423	0.547	0.225	0.229	0.246	0.205	0.459	0.541
42321	0.657	0.395	0.698	0.595	0.698	0.572	0.427	0.592	0.694	0.660
42322	0.603	0.323	0.698	0.545	0.600	0.523	0.402	0.536	0.629	0.624
42323	0.589	0.305	0.698	0.532	0.574	0.510	0.395	0.521	0.612	0.614
42324	0.442	0.169	0.519	0.508	0.369	0.337	0.294	0.317	0.504	0.552
42325	0.290	0.029	0.333	0.483	0.156	0.158	0.188	0.106	0.393	0.487
42331	0.645	0.372	0.676	0.579	0.681	0.554	0.413	0.567	0.678	0.647
42332	0.591	0.301	0.676	0.529	0.583	0.505	0.387	0.511	0.609	0.610
42333	0.577	0.282	0.676	0.516	0.557	0.492	0.381	0.496	0.591	0.601
42334	0.430	0.147	0.497	0.492	0.352	0.319	0.279	0.293	0.486	0.538
42335	0.278	0.007	0.311	0.467	0.139	0.140	0.174	0.082	0.377	0.474
42341	0.511	0.247	0.475	0.534	0.497	0.378	0.307	0.363	0.555	0.553
42342	0.457	0.175	0.475	0.484	0.399	0.328	0.281	0.306	0.494	0.516
42343	0.443	0.157	0.475	0.471	0.373	0.316	0.275	0.292	0.477	0.507
42344	0.297	0.053	0.355	0.447	0.210	0.196	0.198	0.137	0.393	0.445
42345	0.144	-0.054	0.230	0.422	0.042	0.071	0.119	-0.023	0.306	0.380
42351	0.311	0.058	0.173	0.465	0.221	0.112	0.147	0.055	0.372	0.412
42352	0.257	-0.014	0.173	0.415	0.122	0.063	0.121	-0.002	0.320	0.375
42353	0.243	-0.032	0.173	0.402	0.097	0.050	0.115	-0.016	0.307	0.366
42354	0.096	-0.088	0.141	0.378	-0.002	0.010	0.077	-0.097	0.254	0.303
42355	-0.056	-0.146	0.108	0.353	-0.104	-0.032	0.037	-0.181	0.200	0.239
42411	0.675	0.420	0.689	0.630	0.687	0.514	0.423	0.589	0.694	0.684
42412	0.621	0.349	0.689	0.580	0.589	0.465	0.398	0.533	0.648	0.647
42413	0.607	0.330	0.689	0.567	0.563	0.452	0.391	0.518	0.636	0.638
42414	0.461	0.221	0.559	0.543	0.393	0.323	0.310	0.355	0.538	0.575
42415	0.308	0.108	0.423	0.518	0.217	0.188	0.226	0.186	0.436	0.511
42421	0.626	0.331	0.600	0.566	0.618	0.442	0.365	0.491	0.635	0.630
42422	0.572	0.259	0.600	0.516	0.520	0.393	0.340	0.434	0.575	0.593
42423	0.558	0.241	0.600	0.503	0.494	0.380	0.333	0.420	0.559	0.584
42424	0.411	0.132	0.469	0.479	0.324	0.251	0.253	0.257	0.469	0.522
42425	0.259	0.018	0.333	0.454	0.148	0.117	0.169	0.087	0.376	0.457
42431	0.613	0.308	0.577	0.550	0.601	0.425	0.351	0.466	0.620	0.617
42432	0.559	0.237	0.577	0.500	0.503	0.376	0.326	0.410	0.557	0.580
42433	0.545	0.218	0.577	0.487	0.477	0.363	0.319	0.395	0.540	0.571
42434	0.399	0.109	0.447	0.463	0.307	0.234	0.238	0.232	0.452	0.508
42435	0.246	-0.004	0.311	0.438	0.131	0.099	0.154	0.063	0.361	0.444
42441	0.480	0.204	0.416	0.505	0.446	0.284	0.262	0.294	0.512	0.523
42442	0.426	0.133	0.416	0.455	0.348	0.234	0.236	0.238	0.455	0.486
42443	0.412	0.114	0.416	0.442	0.322	0.222	0.230	0.223	0.441	0.477
42444	0.265	0.026	0.325	0.418	0.180	0.128	0.166	0.093	0.367	0.414
42445	0.113	-0.065	0.230	0.393	0.033	0.031	0.100	-0.042	0.291	0.350
42451	0.279	0.047	0.173	0.436	0.213	0.071	0.127	0.036	0.349	0.382
42452	0.225	-0.024	0.173	0.386	0.114	0.022	0.102	-0.021	0.303	0.345
42453	0.211	-0.043	0.173	0.373	0.089	0.009	0.095	-0.035	0.291	0.336
42454	0.065	-0.099	0.141	0.349	-0.010	-0.031	0.057	-0.116	0.240	0.273
42455	-0.088	-0.157	0.108	0.324	-0.113	-0.073	0.017	-0.200	0.187	0.209
42511	0.611	0.290	0.488	0.570	0.525	0.249	0.297	0.383	0.562	0.622
42512	0.557	0.218	0.488	0.520	0.426	0.200	0.271	0.326	0.527	0.585
42513	0.543	0.200	0.488	0.507	0.401	0.187	0.265	0.312	0.518	0.576
42514	0.396	0.144	0.456	0.483	0.302	0.147	0.227	0.231	0.455	0.513
42515	0.244	0.086	0.423	0.458	0.200	0.105	0.187	0.147	0.390	0.449
42521	0.561	0.200	0.398	0.506	0.456	0.178	0.239	0.284	0.513	0.568
42522	0.507	0.129	0.398	0.456	0.357	0.129	0.214	0.228	0.465	0.532
42523	0.493	0.110	0.398	0.443	0.332	0.116	0.207	0.213	0.452	0.522
42524	0.346	0.054	0.367	0.419	0.233	0.076	0.169	0.132	0.398	0.460
42525	0.194	-0.004	0.333	0.394	0.131	0.034	0.129	0.048	0.341	0.395
42531	0.549	0.178	0.376	0.490	0.439	0.160	0.225	0.260	0.501	0.555
42532	0.495	0.106	0.376	0.440	0.340	0.111	0.199	0.203	0.449	0.518
42533	0.481	0.088	0.376	0.427	0.315	0.098	0.193	0.189	0.436	0.509
42534	0.334	0.032	0.344	0.403	0.216	0.058	0.155	0.108	0.383	0.446
42535	0.182	-0.026	0.311	0.378	0.114	0.016	0.115	0.024	0.329	0.382
42541	0.415	0.117	0.295	0.445	0.342	0.091	0.170	0.155	0.422	0.461
42542	0.361	0.045	0.295	0.395	0.243	0.042	0.145	0.098	0.377	0.424
42543	0.347	0.027	0.295	0.382	0.218	0.029	0.138	0.084	0.365	0.415
42544	0.201	-0.029	0.263	0.358	0.119	-0.011	0.100	0.003	0.314	0.353
42545	0.048	-0.087	0.230	0.333	0.017	-0.053	0.060	-0.081	0.261	0.288
42551	0.215	0.025	0.173	0.376	0.196	-0.012	0.088	-0.003	0.303	0.320
42552	0.161	-0.047	0.173	0.326	0.097	-0.061	0.062	-0.060	0.268	0.283
42553	0.147	-0.065	0.173	0.313	0.072	-0.074	0.056	-0.074	0.259	0.274
42554	0.000	-0.121	0.141	0.289	-0.027	-0.114	0.018	-0.155	0.210	0.211
42555	-0.152	-0.179	0.108	0.264	-0.129	-0.156	-0.022	-0.239	0.160	0.147
43111	0.744	0.605	0.773	0.694	0.785	0.692	0.524	0.709	0.779	0.741
43112	0.690	0.533	0.773	0.644	0.687	0.643	0.498	0.653	0.741	0.705
43113	0.676	0.515	0.773	0.631	0.661	0.630	0.492	0.638	0.732	0.695
43114	0.530	0.380	0.594	0.607	0.456	0.457	0.390	0.435	0.607	0.633
43115	0.377	0.239	0.409	0.582	0.243	0.278	0.285	0.223	0.478	0.568
43121	0.695	0.515	0.684	0.630	0.716	0.620	0.466	0.610	0.728	0.688
43122	0.641	0.444	0.684	0.580	0.618	0.571	0.440	0.554	0.677	0.651
43123	0.627	0.425	0.684	0.567	0.592	0.558	0.434	0.539	0.663	0.642
43124	0.480	0.290	0.505	0.543	0.387	0.386	0.332	0.336	0.547	0.579
43125	0.328	0.150	0.319	0.518	0.174	0.206	0.227	0.125	0.427	0.515
43131	0.682	0.493	0.661	0.614	0.699	0.603	0.452	0.586	0.715	0.674
43132	0.628	0.421	0.661	0.564	0.601	0.554	0.426	0.530	0.660	0.638
43133	0.614	0.403	0.661	0.551	0.575	0.541	0.420	0.515	0.646	0.628
43134	0.468	0.268	0.482	0.527	0.370	0.368	0.318	0.312	0.533	0.566
43135	0.315	0.127	0.297	0.502	0.157	0.189	0.213	0.100	0.414	0.501
43141	0.549	0.367	0.460	0.569	0.515	0.426	0.345	0.381	0.585	0.580
43142	0.495	0.296	0.460	0.519	0.417	0.377	0.320	0.325	0.538	0.544
43143	0.481	0.277	0.460	0.506	0.391	0.364	0.313	0.310	0.525	0.534
43144	0.334	0.174	0.340	0.482	0.229	0.244	0.237	0.156	0.433	0.472
43145	0.182	0.066	0.216	0.457	0.060	0.120	0.158	-0.005	0.336	0.407
43151	0.348	0.178	0.159	0.500	0.239	0.161	0.186	0.073	0.391	0.439
43152	0.294	0.107	0.159	0.450	0.141	0.111	0.160	0.017	0.353	0.403
43153	0.280	0.088	0.159	0.437	0.115	0.099	0.154	0.002	0.344	0.393
43154	0.134	0.032	0.127	0.413	0.016	0.058	0.115	-0.079	0.282	0.331
43155	-0.019	-0.026	0.094	0.388	-0.086	0.017	0.076	-0.163	0.219	0.266
43211	0.706	0.480	0.773	0.659	0.759	0.635	0.476	0.680	0.754	0.707
43212	0.652	0.408	0.773	0.609	0.661	0.586	0.451	0.624	0.703	0.670
43213	0.638	0.390	0.773	0.596	0.635	0.573	0.444	0.609	0.690	0.661
43214	0.491	0.255	0.594	0.572	0.430	0.400	0.343	0.406	0.574	0.599
43215	0.339	0.114	0.409	0.547	0.217	0.221	0.237	0.195	0.454	0.534
43221	0.656	0.390	0.684	0.595	0.691	0.563	0.419	0.582	0.689	0.653
43222	0.602	0.319	0.684	0.545	0.592	0.514	0.393	0.525	0.625	0.617
43223	0.588	0.300	0.684	0.532	0.567	0.501	0.387	0.511	0.608	0.607
43224	0.441	0.165	0.505	0.508	0.361	0.329	0.285	0.307	0.500	0.545
43225	0.289	0.024	0.319	0.483	0.148	0.149	0.180	0.096	0.389	0.480
43231	0.644	0.368	0.661	0.579	0.673	0.546	0.404	0.557	0.673	0.640
43232	0.590	0.296	0.661	0.529	0.575	0.497	0.379	0.501	0.605	0.603
43233	0.576	0.278	0.661	0.516	0.549	0.484	0.372	0.486	0.587	0.594
43234	0.429	0.143	0.482	0.492	0.344	0.311	0.271	0.283	0.482	0.532
43235	0.277	0.002	0.297	0.467	0.131	0.132	0.165	0.072	0.372	0.467
43241	0.510	0.242	0.460	0.533	0.490	0.369	0.298	0.352	0.551	0.546
43242	0.456	0.171	0.460	0.483	0.391	0.320	0.273	0.296	0.489	0.510
43243	0.442	0.152	0.460	0.470	0.366	0.307	0.266	0.281	0.473	0.500
43244	0.296	0.049	0.340	0.446	0.203	0.187	0.190	0.127	0.389	0.438
43245	0.143	-0.059	0.216	0.421	0.034	0.063	0.111	-0.034	0.301	0.373
43251	0.310	0.053	0.159	0.465	0.213	0.104	0.138	0.045	0.367	0.405
43252	0.256	-0.018	0.159	0.415	0.115	0.055	0.113	-0.012	0.316	0.368
43253	0.242	-0.037	0.159	0.402	0.089	0.042	0.106	-0.027	0.302	0.359
43254	0.095	-0.093	0.127	0.378	-0.009	0.001	0.068	-0.108	0.249	0.297
43255	-0.057	-0.151	0.094	0.353	-0.112	-0.040	0.028	-0.192	0.195	0.232
43311	0.696	0.449	0.773	0.650	0.753	0.621	0.465	0.673	0.748	0.698
43312	0.642	0.377	0.773	0.600	0.655	0.572	0.439	0.617	0.693	0.662
43313	0.628	0.359	0.773	0.587	0.629	0.559	0.433	0.602	0.679	0.652
43314	0.482	0.224	0.594	0.563	0.424	0.386	0.331	0.399	0.566	0.590
43315	0.329	0.083	0.409	0.538	0.211	0.207	0.226	0.187	0.448	0.525
43321	0.647	0.359	0.684	0.586	0.684	0.549	0.407	0.574	0.680	0.645
43322	0.593	0.288	0.684	0.536	0.586	0.500	0.381	0.518	0.612	0.608
43323	0.579	0.269	0.684	0.523	0.560	0.487	0.375	0.503	0.594	0.599
43324	0.432	0.134	0.505	0.499	0.355	0.315	0.273	0.300	0.488	0.536
43325	0.280	-0.006	0.319	0.474	0.142	0.135	0.168	0.089	0.379	0.472
43331	0.634	0.337	0.661	0.570	0.667	0.532	0.393	0.550	0.663	0.631
43332	0.580	0.265	0.661	0.520	0.569	0.483	0.367	0.494	0.591	0.595
43333	0.566	0.247	0.661	0.507	0.543	0.470	0.361	0.479	0.573	0.585
43334	0.420	0.112	0.482	0.483	0.338	0.297	0.259	0.276	0.469	0.523
43335	0.267	-0.029	0.297	0.458	0.125	0.118	0.154	0.064	0.362	0.458
43341	0.501	0.211	0.460	0.525	0.483	0.355	0.286	0.345	0.542	0.537
43342	0.447	0.140	0.460	0.475	0.385	0.306	0.261	0.289	0.477	0.501
43343	0.433	0.121	0.460	0.462	0.359	0.293	0.254	0.274	0.461	0.491
43344	0.286	0.018	0.340	0.438	0.197	0.173	0.178	0.120	0.378	0.429
43345	0.134	-0.090	0.216	0.413	0.028	0.049	0.099	-0.041	0.293	0.364
43351	0.300	0.022	0.159	0.456	0.207	0.090	0.127	0.037	0.361	0.396
43352	0.246	-0.049	0.159	0.406	0.109	0.040	0.101	-0.019	0.306	0.360
43353	0.232	-0.068	0.159	0.393	0.083	0.028	0.095	-0.034	0.292	0.350
43354	0.086	-0.124	0.127	0.369	-0.016	-0.013	0.056	-0.115	0.241	0.288
43355	-0.067	-0.182	0.094	0.344	-0.118	-0.054	0.017	-0.199	0.189	0.223
43411	0.665	0.385	0.675	0.621	0.674	0.491	0.403	0.572	0.684	0.668
43412	0.611	0.314	0.675	0.571	0.575	0.442	0.377	0.516	0.635	0.632
43413	0.597	0.295	0.675	0.558	0.550	0.429	0.371	0.501	0.623	0.622
43414	0.450	0.186	0.544	0.534	0.379	0.300	0.290	0.338	0.526	0.560
43415	0.298	0.073	0.409	0.509	0.203	0.166	0.206	0.168	0.426	0.495
43421	0.615	0.295	0.585	0.557	0.605	0.420	0.345	0.473	0.622	0.614
43422	0.561	0.224	0.585	0.507	0.506	0.371	0.320	0.417	0.559	0.578
43423	0.547	0.205	0.585	0.494	0.481	0.358	0.313	0.402	0.543	0.568
43424	0.400	0.096	0.454	0.470	0.311	0.229	0.232	0.239	0.455	0.506
43425	0.248	-0.017	0.319	0.445	0.134	0.095	0.149	0.070	0.363	0.441
43431	0.603	0.273	0.563	0.541	0.588	0.402	0.331	0.449	0.606	0.601
43432	0.549	0.202	0.563	0.491	0.489	0.353	0.305	0.393	0.540	0.565
43433	0.535	0.183	0.563	0.478	0.464	0.340	0.299	0.378	0.523	0.555
